,mentor_expectation,count,behaviour_confidence_score,outcome_confidence_score,strategy_confidence_score,knowledge_confidence_score,mutual_confidence_score,highest_score_cluster
111,I am focused on achieving measurable results If you want to be the very best I will work with you to make that happen Know what challenge or problem you need addressing and be willing to act on the advice Be prepared to work hard If you take your success seriously so will I,147,0.6613794565200806,0.7780419588088989,0.5026081204414368,0.7114225625991821,0.6905282735824585,outcome
112,By Guiding the best following up to check the results I believe true mentor is the one who just don t give suggestions disappear,147,0.8123044371604919,0.6730434894561768,0.850085973739624,0.7588675022125244,0.7760534286499023,strategy
113,Que el la mentee este comprometido con el proceso y avance con las actividades estrategias y tácticas conversadas en la sesión Sea responsable Con una comunicación sea clara y precisa Ser proactivo,146,0.7853142619132996,0.8275195360183716,0.6752367615699768,0.8108877539634705,0.7847141623497009,outcome
114,La disposición a escuchar nuevas ideas y formas de abordar y ver las cosas un compromiso de ambas partes en el avance de los objetivos definidos una comunicación transparente efectiva cordial y amena en confianza respeto y con ausencia de juicios,145,0.7570536136627197,0.7857539653778076,0.6161060333251953,0.7895491719245911,0.7560075521469116,knowledge
115,I just want to help others to achieve their dreams What that means will be up to them,144,0.845986008644104,0.8011674880981445,0.8148382902145386,0.8444956541061401,0.8295959234237671,behaviour
116,Punctuality and consistency,143,0.5496110916137695,0.6998695731163025,0.3690456748008728,0.6152544617652893,0.5789684057235718,outcome
117,Que sea una relación amena y de resiprocidad dónde el emprendedor pase de un punto a a un punto donde ya esté preparado para compartir lo que ha aprendido,143,0.8321634531021118,0.8432824611663818,0.739190936088562,0.8597068786621094,0.8367170095443726,knowledge
118,I expect that the mentoring relationship will be one that develops over time rather than being a one time event,143,0.7778586149215698,0.8126403093338013,0.6233410239219666,0.8096250295639038,0.7775492668151855,outcome
119,Espero un desarrollo integral con gran desempeño en las empresas que brindo mi apoyo así como en la creación de productos y servicio de triple impacto que son las que están cambiando las nuevas formas de negocios y empresas sustituyendo empresas obsoletas en su forma de generar un valor de productos y servicios para clientes medio ambiente y sus colaboradores,143,0.7923523187637329,0.812756359577179,0.6792099475860596,0.8143778443336487,0.7923717498779297,knowledge
120,Semua macam binaan dan pendampingan di Sekolah Tinggi Umkm mulai dr mindset Bisnis produk branding tehnik pemasaran legalitas dan pendanaan Pembinaan Berkala,143,0.8411377668380737,0.8122346997261047,0.7654397487640381,0.8483563661575317,0.8326581716537476,knowledge
121,I expect open communication and commitment from the entrepreneur A successful relationship is built on mutual respect where both parties are willing to share ideas and feedback I look for mentees who are proactive receptive to advice and dedicated to implementing strategies discussed during our sessions,142,0.9024889469146729,0.7784379720687866,0.9376143217086792,0.8423520922660828,0.8766526579856873,strategy
122,Me gustaría que sea una relación de Respeto y Compromiso para aprovechar el tiempo y tener una experiencia que sea un real aporte,141,0.8975933790206909,0.8313981294631958,0.8491456508636475,0.8804765343666077,0.8751948475837708,behaviour
123,Compromiso total con tus objetivos Tu éxito depende de tu nivel de compromiso con el proceso Estaré a tu lado pero necesitas estar dispuesto a hacer el trabajo,141,0.8714639544487,0.8677123785018921,0.8158406615257263,0.8826828002929688,0.868882417678833,knowledge
124,Open minded transparent and honest about circumstances Execution monitoring and evaluation of results,137,0.8854849934577942,0.9072644710540771,0.7956275343894958,0.9135046601295471,0.8882816433906555,knowledge
125,Cordial and long term relationship,136,0.6805580854415894,0.757321298122406,0.5383415818214417,0.7281935214996338,0.7002916932106018,outcome
126,My mentorship style is one of listening serving as a sounding board for your thoughts and ideas and plans asking questions to prompt your thinking and helping you to develop clarity in your priorities and use of time My interest in volunteering for MicroMentor is to use what I have learned over my career to serve others To help others work towards their goals and dreams,135,0.8986318111419678,0.8377881050109863,0.8782230615615845,0.8875558376312256,0.8811863660812378,behaviour
127,Saya berharap saya bisa menjadi teman bertumbuh bagi UMKM untuk mengembangkan usahanya,134,0.8388214111328125,0.8066270351409912,0.7660317420959473,0.8413373231887817,0.8261634707450867,knowledge
128,Mutual respect Flexibility Humility,133,0.7061640024185181,0.7766827344894409,0.5582950115203857,0.7475854158401489,0.7276160717010498,outcome
129,Mendapatkan mentee yang mempunyai integritas yang tinggi untuk memajukan usahanya dan aktif melakukan mentoring sampai pendampingan berhasil,133,0.8839906454086304,0.8222872018814087,0.8591210842132568,0.8678704500198364,0.8709573149681091,behaviour
130,Poder aportar en el desarrollo sano de un producto y servicio con técnicas e instrumentación combinadas o creadas para tal fin Siempre se está aprendiendo,131,0.8375307321548462,0.7377949953079224,0.8670192956924438,0.8073310852050781,0.8193982243537903,strategy
131,Saber que puedo apoyar a las personas a obtener mejores resultados y que pueda lograr que crezcan sus negocios,131,0.7766889333724976,0.8374266624450684,0.6590779423713684,0.8276549577713013,0.7914175391197205,outcome
132,Open communication that allows us to discuss available data reasonable approaches and continuous refinement improvement,130,0.8466580510139465,0.8010742664337158,0.7879172563552856,0.8436003923416138,0.8355227708816528,behaviour
133,Honesty and willingness to learn are key Let s not waste each other s time,129,0.8439335823059082,0.7385678291320801,0.8520311117172241,0.8060997724533081,0.8133056163787842,strategy
134,To truly excel in our studies together a willingness to learn is an essential quality Continuously expanding our knowledge and refining our skills is crucial for success Additionally I value the exchange of ideas and perspectives so I encourage you to share any novel insights or perspectives that you come across as we delve deeper into our subject matter Your contributions will undoubtedly enrich our learning experience and foster a deeper understanding,128,0.7204984426498413,0.7955841422080994,0.5579516887664795,0.7731975317001343,0.7447596788406372,outcome
135,Having a clear expectation on your business plan this doesn t mean having all the answers but you need to know which direction your going and what obstacles you need help overcoming Coming to me and asking to do your entire business plan is a good way for me to ignore you,128,0.6801707744598389,0.504206657409668,0.792159378528595,0.6022210121154785,0.633590579032898,strategy
136,Saya selalu berusaha menyelasaikan masalah yang dihadapi dan menjadikan masalah sebagai batu loncatan keberhasilan selanjutnya,127,0.8831021785736084,0.8194911479949951,0.8555436134338379,0.8613909482955933,0.8581900596618652,behaviour
137,Successful entrepreneurship,127,0.8650907874107361,0.9089286923408508,0.7854692339897156,0.8883603811264038,0.8824375867843628,outcome
138,Successful mentoring requires several key elements including having well defined goals and objectives effective communication trust discipline strong support active listening with feedback collaboration and fostering partnerships It s essential for both the mentor and mentee to openly share their personal career development and professional goals as well as any challenges they may face In this regard mentees are asked to complete a questionnaire to help identify their specific areas of focus and they are encouraged to list the top three objectives they hope to achieve during the mentoring sessions,125,0.7133951187133789,0.7574716210365295,0.5545714497566223,0.7500423789024353,0.7086657285690308,outcome
139,Me gusta enseñar y ver cómo a los otros emprendedores les va bien en sus proyectos Si a ellos les va bien a mi me va bien,125,0.8430420160293579,0.8753800392150879,0.7496300339698792,0.8666659593582153,0.8533263206481934,outcome
140,Willing to put in the hard work the dedication and passion into anything you do If you are hesitant of doing so no need to waste time Entrepreneurship is a state of mind where you must learn to accept failure handle disappointment sacrifice a lot and learn to self motivate,124,0.8838221430778503,0.8552577495574951,0.8487687110900879,0.8794189691543579,0.8812152743339539,behaviour
141,My expectations are simple don t just learn but put in the work so we can see the results Also please show up at our scheduled time,124,0.8232378959655762,0.8019492626190186,0.7238590717315674,0.8076890707015991,0.7939493656158447,behaviour
142,Mentored 5 startups in last 2 years in Financial Services Automotive services IoT NGO Startup incubator in India Currently workig with 2 startups,123,0.6248836517333984,0.4584595561027527,0.7418428659439087,0.5625617504119873,0.5879048109054565,strategy
143,I expect a mentee to Exercise reason Show passion and perseverance Change their opinions and beliefs when faced with new evidence Question my suggestions and advice,123,0.8622744083404541,0.8060872554779053,0.7692140936851501,0.8475887179374695,0.8299022912979126,behaviour
144,العمل كمرشد اعمال مع رواد اعمال جادين,123,0.8214380741119385,0.795786440372467,0.7629443407058716,0.8355785012245178,0.8165837526321411,knowledge
145,Commitment adaptability leadership resources respect,122,0.7132900953292847,0.7527511119842529,0.5891289710998535,0.7497866153717041,0.7243648767471313,outcome
146,السرية في العلاقة بين المرشد و رواد الاعمال الالتزام بالتعهدات وضع برنامج و الالتزام به قبول الاختلافات الانفتاح و الاستفادة من تجارب الآخرين الثقة المتبادلة بين المرشد و رواد الاعمال,121,0.8287523984909058,0.8120400309562683,0.7259213924407959,0.8478373289108276,0.8196982145309448,knowledge
147,Have a skill or service that you want to provide in your community Be committed to providing quality and integrity in your business Have a can do attitude and be ready to brainstorm ideas together,121,0.8607114553451538,0.8471411466598511,0.7868720889091492,0.8704598546028137,0.8586005568504333,knowledge
148,The mentee must be willing to do the work I provide guidance and recommendations in an advisory capacity as well as a sounding board for strategies and techniques I cannot help with fundraising other than providing resources where you might be able to get grants AC VC options apply for small business personal loans etc No MLM or financial schemes please Note You must be English speaking And you must be targeting these English speaking countries United States of America Canada United Kingdom Australia and or New Zealand I ve found that I m not useful to those outside those regions because of cultural and language differences in the marketplace,121,0.8718074560165405,0.805762767791748,0.8442215919494629,0.8532800674438477,0.8487680554389954,behaviour
149,There needs to be a strong element of trust between entrepreneur and mentor This can only be built up over time but requires open and honest conversations from the outset,120,0.7266281843185425,0.5547288656234741,0.8341788649559021,0.6559398174285889,0.686815083026886,strategy
150,I am looking to mentor people who have a passion about starting their businsesses I want to make sure that people who I mentor have all the support and tools to help them become successful And my biggest expectation in mentoring people is to work with those who are looking for their purpose and destiny to help others on their business journey,120,0.5937678813934326,0.7202068567276001,0.4009323716163635,0.6652445793151855,0.6176846027374268,outcome
151,إدارة الأموال والأعمال,120,0.8224747180938721,0.8641031980514526,0.7379418611526489,0.849082887172699,0.8314037322998047,outcome
152,Satisfacción del emprendedor Paciencia y apertura a los cambios Crítica constructiva lluvia de ideas,119,0.8563086986541748,0.8390671610832214,0.7804558277130127,0.8603163957595825,0.851513147354126,knowledge
153,Time allocation is very key for me Ready take the lead after every session,119,0.8675066232681274,0.7920482158660889,0.8800628781318665,0.8277397155761719,0.8450809717178345,strategy
154,I want to raise a great entrepreneurs from my network,117,0.9074187278747559,0.8083912134170532,0.9349892139434814,0.8701431751251221,0.8888970613479614,strategy
155,Mentoring is always a help to others and learning for self,117,0.8827516436576843,0.8520104289054871,0.8537743091583252,0.8771116733551025,0.8781882524490356,behaviour
156,To see all entrepreneurs succeed,116,0.8386770486831665,0.7037824988365173,0.9162858724594116,0.7699042558670044,0.8062871098518372,strategy
157,My primary expectation is that you are genuinely interested in giving yourself the best chance to succeed I have found in my own experience that there are no guarantees to success nor any foolproof formulas to making all your dreams come true Unless you re born into money with a huge network of powerful friends or family or you win some kind of lottery there is no other option but to do your best and be prepared to repeatedly pick yourself up off the floor every time you get knocked down And you will get knocked down many times If you have an amazing idea or product that nobody else is offering and will take the world by storm then you won t need a mentor to get you started Very few of us are ever likely to be in that situation so if you think you are then stop wasting your time talking about the idea and go out and make it a reality The other expectation I have is the need for you to be realistic in your own expectations Your ability to understand your own goals and the resources you have to help you get to where you want to go is crucial when it comes to mapping out a strategy and a path to the next step Some people strike it lucky but the great majority of us struggle to make it work Know what you re getting yourself into hope for the best but plan for the worst And never give up,116,0.7263497114181519,0.7976823449134827,0.5801435708999634,0.7692123651504517,0.7374565601348877,outcome
158,When you are good everyone and everything else will be good as well What I take into account when choosing the 2 people I work with per month is The level of commitment to your well being What I can bring to you is my experience and the guidance of specialized coaching but the results and the answers which you already have are found in the degree of knowledge you gain about yourself The deeper you go into your system of thoughts and emotions the more fulfilment and success you will attract into your life For my part you can count on me to be always a message away whenever you feel you want to share the experience of your process in its ups and downs The second thing is that I respect the time and energy of both The constancy and punctuality in the sessions will be a faithful reflection of this Cuando tú estás bien todos y todo lo demás estará bien Lo que tomo en cuenta para elegir a las 2 personas con las que trabajo al mes es El nivel de compromiso con su bienestar Lo que yo puedo aportarte es mi experiencia y la guía de un coaching especializado pero los resultados y las respuestas que ya tienes las encuentras en el grado de conocimiento que ganes de ti misma Cuanto más profundo vallas en tu sistema de pensamientos y emociones mayor plenitud y éxito atraerás a tu vida Por mi parte puedes contar con que estaré siempre a un mensaje de distancia cuando sientas que quieres compartir la experiencia de tu proceso en sus altas y en sus bajas Lo segundo es que respeto del tiempo y la energía de ambas La constancia y puntualidad en las sesiones será un fiel reflejo de ello,115,0.14492523670196533,0.31190890073776245,-0.07897333055734634,0.24118375778198242,0.17347019910812378,outcome
159,Disposición y una Mente Abierta Las estrategias de Comunicación o Marketing surgen siempre del propio entorno del emprendedor del medio que ya conoce Sólo te ayudo a poner orden y claridad,115,0.8652394413948059,0.781367301940918,0.8947558403015137,0.8336129188537598,0.8409665822982788,strategy
160,Espero que mis experiencias aporten valor y cambios significativos a las ideas o negocios de los emprendedores,114,0.8636413812637329,0.8303301334381104,0.8016327619552612,0.875420868396759,0.8502665758132935,knowledge
161,First and most importantly due diligence is necessary If you ve done all the research prepared a business plan performed a SWOT analysis on your business and yourself then you are ready You will know which specific areas you need mentoring and what specific questions you need answered Preparation is very important,114,0.5828112363815308,0.7257951498031616,0.41763192415237427,0.6326199173927307,0.6253197193145752,outcome
162,Any better understanding of a new business idea or growth of a running one is a success The main goal of a mentoring relationship is to help the entrepreneur a step ahead in their journey,114,0.921039879322052,0.8929317593574524,0.9159554243087769,0.9085102677345276,0.9292397499084473,mutual
163,Me interesa que el aprendiz sea capaz de desarrollar sus propias habilidades tanto desde la incorporación de contenidos como en el descubrimiento de tu mayor potencialidad Que logre resolver sus desafíos a partir de aplicar estrategias y herramientas y las incorporte a su mindset emprendedor,113,0.7893951535224915,0.8151463866233826,0.6510777473449707,0.8199372887611389,0.7868703603744507,knowledge
164,Compromiso,113,0.8159200549125671,0.8333243727684021,0.7255160808563232,0.8273299932479858,0.8167593479156494,outcome
165,استراتيجية النجاح win win فريق عمل واحد المهنية,113,0.7825565338134766,0.8156143426895142,0.6883449554443359,0.8054194450378418,0.7842892408370972,outcome
166,Respeto del tiempo siempre se puede hacer más dinero pero NO se puede hacer más tiempo,112,0.8134646415710449,0.699077844619751,0.8686758875846863,0.7713004350662231,0.7873387932777405,strategy
167,1 Comunicación abierta 2 Definir las expectativas 4 Mantener la coherencia en las actividades 5 Honestidad mutua 6 Co creación colaboración mutua para la creatividad 7 Ser positivos 8 Ser confiable y consistente 9 Compromiso y responsabilidad,110,0.7794824242591858,0.8155609965324402,0.6496140360832214,0.806411862373352,0.7824907302856445,outcome
168,To be aggressive and eager to learn,108,0.8727008104324341,0.7824572920799255,0.9000935554504395,0.8310660719871521,0.8517348766326904,strategy
169,Komitmen dan sabar serta berpikiran terbuka,108,0.8378888368606567,0.7893897891044617,0.7781741619110107,0.8226690888404846,0.8251951336860657,behaviour
170,Commitment,108,0.5094531178474426,0.6482834815979004,0.32383912801742554,0.5802954435348511,0.5320227146148682,outcome
171,Better relationship business before anything in the world let s make it a better place,108,0.8491719961166382,0.767837643623352,0.8682807087898254,0.8210537433624268,0.8371938467025757,strategy
172,Feedback constructivo es decir retroalimentación que nos permita crecer a ambos Que la persona o negocio que ayude se impulse y anime a superar etapas miedos dudas y alcance el siguiente nivel,108,0.7566887736320496,0.7841371893882751,0.6376497745513916,0.785268247127533,0.7631511092185974,knowledge
173,An effective exchange of ideas and the transfer of lessons learned that would benefit the mentee,107,0.8496280908584595,0.8572606444358826,0.7825247049331665,0.8637759685516357,0.8575308322906494,knowledge
174,Build trust and both sides need to be open minded and respectful,107,0.8866419792175293,0.7788600921630859,0.9432952404022217,0.832402229309082,0.8711798787117004,strategy
175,That 1 specific questions be asked and 2 that the ones being mentored values the session or sessions by actually implementing the advice given,107,0.8531845808029175,0.7713336944580078,0.8428266048431396,0.8347678184509277,0.8282879590988159,behaviour
176,Tener la posibilidad de ayudar a alguien que necesita guía empresarial y hacer del mundo de los negocios un lugar un poquito mas sano y amigable,106,0.8189424276351929,0.8389283418655396,0.7272579669952393,0.8551326990127563,0.8228625655174255,knowledge
177,ان شاء الله خير,106,0.7143685817718506,0.8077046871185303,0.5737711191177368,0.7544697523117065,0.7428386211395264,outcome
178,To be able to help someone as well as their business,105,0.874638557434082,0.8059289455413818,0.8889410495758057,0.8538260459899902,0.8607461452484131,strategy
179,It is so easy to login on the PLATFORM for updates I get email notifications I also communicate by Google Chat and Email,105,0.7588229179382324,0.6021645665168762,0.8332538604736328,0.6958471536636353,0.7221105098724365,strategy
180,Por ética profesional no atiendo emprendedores con Agencias de Marketing Digital o similares muchas gracias por tu comprensión De inicio espero y ofrezco honestidad es decir Si mi trabajo te puede servir estoy a tus órdenes y si no lo consideras así espero con apertura saberlo desde un inicio De igual forma recibirás esa retroalimentación de mi parte hacia tu negocio En caso de lograr una conexión profesional me comprometo a involucrarme lo necesario con tu proyecto y espero recibir de tu parte la atención y seguimiento requerido para que la relación rinda frutos,104,0.7964105606079102,0.8153683543205261,0.6895312070846558,0.820092499256134,0.7903597354888916,knowledge
181,Espero verte crecer paso a paso o rápido Todos los que han pasado por mí siempre han crecido,104,0.7674801349639893,0.6254819631576538,0.8238274455070496,0.7130680084228516,0.7283532619476318,strategy
182,poder ayudar en lo mas que se pueda a resolver la situación de los emprendedores generando un cambio positivo en sus negocios en sus vidas y en su entorno,103,0.8357892036437988,0.8339588642120361,0.7626523375511169,0.8569607734680176,0.8339918851852417,knowledge
183,ayudar a mi comunidad,102,0.7748656272888184,0.8357398509979248,0.674574613571167,0.8225696086883545,0.7877517938613892,outcome
184,looking forward to good relationship,101,0.8604017496109009,0.800926685333252,0.8345193266868591,0.8430382609367371,0.8527768850326538,behaviour
185,Clear idea already and willingness to put in the work Please do not contact me with questions like I want to make xxxx Or I want to start a digital advertising online marketing agency,101,0.8278362154960632,0.7542888522148132,0.8135459423065186,0.8119567632675171,0.8064821362495422,behaviour
186,I work with entrepreneurs that have AT LEAST ONE YEAR OR MORE of operation of a business and need help in analyzing how they can make the business sustainable and profitable We have once a month conversations in which we look at your current situation issues you are having and possible solutions for any problems Then I ask that you identify two or three actions you will work on during the following month In the next conversation we discuss your progress In the US Mexico and Canada we communicate via a phone call or Zoom In all other countries we communicate using WhatsApp Skype or other Internet based app You will need sufficient phone credits for each hour long monthly call IMPORTANT If you do not have AT LEAST ONE YEAR of operation of your enterprise please search for a mentor that specializes in working with starting businesses They can help you develop a business plan and cash flow budgets to help you get a good start Then after your first year of operation if you need assistance in planning for growing the business please contact me and we can discuss the possibility of a mentoring relationship Here are some resources for creating a Business Plan and a Two Year Cash Flow Budget for starting your business Business Plan Resources https www youtube com results search_query 22business plan 22 Cash Flow Budget Resources https www youtube com results search_query 22cash flow forecast 22 Here are resources for preparing an Income Expense Statement and Balance Sheet for your most recent year of production Income and Expense Statement https www youtube com results search_query 22business income expense statement 22 Balance Sheet https www youtube com results search_query 22business balance sheet 22,101,0.6765645146369934,0.7414891123771667,0.5391387939453125,0.7209703922271729,0.6840205788612366,outcome
187,A willingness to learn and follow up with response as to the outcome Must be coachable teachable mentorable and willing to work had for the desired outcome Limited time so must also be quite prepared for the call zoom or communication,100,0.8384402394294739,0.829060971736908,0.747596800327301,0.8499194383621216,0.826758623123169,knowledge
188,Valor de la información,100,0.7525750994682312,0.8384907841682434,0.6408187747001648,0.7939545512199402,0.7751269340515137,outcome
189,Commitment Dedication and Determination,100,0.6820653080940247,0.7879577279090881,0.5201739072799683,0.7360972166061401,0.7025077939033508,outcome
190,Success of my mentee,99,0.864374041557312,0.8460689187049866,0.8194801211357117,0.8583126068115234,0.8558158874511719,behaviour
191,Willingness to learn and undying passion for success from my mentee,99,0.8655645847320557,0.8399757146835327,0.8050089478492737,0.8673667311668396,0.8484510183334351,knowledge
192,Que exista un propósito y compromiso de crecimiento diario Que esté obsesionado con el crecimiento de su idea de negocio,99,0.7422517538070679,0.82182776927948,0.6311663389205933,0.7793671488761902,0.7561933994293213,outcome
193,Que se nos permita guíar se tome en cuenta nuestra opinión y que ambos crezcamos juntos obteniendo resultados positivos en el proceso,99,0.8384140133857727,0.8169045448303223,0.7613304853439331,0.8538699746131897,0.83327317237854,knowledge
194,Resultados Compromiso del emprendedor Seriedad,98,0.8192112445831299,0.8232740163803101,0.7428303956985474,0.8335874080657959,0.8110421299934387,knowledge
195,El compromiso de la persona a la cual voy a ayudar como Mentora,97,0.8181496858596802,0.8182488679885864,0.7194332480430603,0.8435820937156677,0.8092684745788574,knowledge
196,Mi intención es que juntos logremos que pases De emprendedor a EMPRESARIO,97,0.7355542182922363,0.7825471758842468,0.622025728225708,0.7659003734588623,0.7291207313537598,outcome
197,To work with entrepreneurs who have the ability to pivot their goals their business and themselves,97,0.9177697896957397,0.9078360199928284,0.8770684599876404,0.9140010476112366,0.9281220436096191,mutual
198,Be open and be natural Be honest and clear about the current situations and future goals,97,0.8796737790107727,0.8527494668960571,0.8535347580909729,0.879226803779602,0.8685203790664673,behaviour
199,De una relación de mentoría exitosa espero una comunicación abierta honesta y constante donde pueda compartir ideas incluso aquellas que desafíen mis propias perspectivas La clave está en que el mentor sea adaptable capaz de personalizar su enfoque según mis necesidades específicas y de ofrecerme consejos prácticos y directos Lo que realmente valoro es que el mentor no solo comparta conocimientos teóricos sino que también me brinde oportunidades reales para aplicar lo aprendido ya sea mediante la participación en proyectos o facilitándome el acceso a redes profesionales relevantes Esa interacción práctica me permite poner a prueba mis habilidades recibir retroalimentación valiosa y expandir mis horizontes Para mí una mentoría exitosa es aquella que va más allá de las palabras es un proceso continuo de crecimiento y aprendizaje donde el mentor se convierte en un aliado estratégico que me apoya en cada paso de mi camino ayudándome a enfrentar los desafíos y avanzar en mis objetivos con confianza,96,0.6298743486404419,0.7439103126525879,0.4510377049446106,0.6988891959190369,0.654714822769165,outcome
